Beatmap,SR
703209 | Hesperides [Insane],4.5206
4562249 | Songs Compilation [From Novels Into Art],4.5178
4446769 | Ray Tuning [Revv's Bakyun!],4.5176
4568176 | Bounce [Induction Kit],4.5168
1028912 | Reverse World [Starry's Insane],4.5164
3260503 | My World (Demo) [Insane],4.5162
4883125 | Kokuhaku Bungee Jump [Is It Real Love?],4.5150
4138640 | Good Morning World! (TV Size) [E=mc^2],4.5138
3657437 | Ashita e no Kiseki -Opening Size- [Ashen Chevalier],4.5137
4010267 | canon [kot's another],4.5132
2768993 | Loser Girl [Haiboku],4.5131
2056448 | Super Nuko ni Narenkatta [aNyather],4.5127
3902986 | Shukufuku [Justice Collab],4.5126
4671972 | Nameless Name [Pinky Fingers],4.5126
4622883 | Toge Toge Sadistic (TV Size) [CS' Magical Transformation],4.5119
2675341 | Cyberia lyr3 [Scalpels [1.1x Rate]],4.5115
4685474 | Toumei Seisai [Flade's MX],4.5110
2855408 | Scrap Syndrome (Cut Ver.) [Insane],4.5105
2464430 | Equilibrium [Reconcile],4.5104
1264210 | Grimm (Kobaryo's FTN-Remix) [Insane],4.5100
695556 | B.B.K.K.B.K.K. (Extended Mix) [LET THE BASS KICK],4.5100
908807 | Quo Vadis [Xleonq's 4K SHD],4.5099
4806694 | Yume no Potential (feat. *namirin) [Dreams],4.5095
2648462 | Ring ! Run ! Nyan!! [Ppass' EXHAUST!!],4.5092
1867900 | One Way Street [Another],4.5086
4539112 | Genjitsu Mysterium (TV Size) [Parhelion],4.5083
2442125 | Xlo [Another],4.5082
3036683 | bedroom community [eternal slumber],4.5079
4067305 | wasurena feat. Sennzai [insane],4.5078
1872559 | BRAVER (TV Size) [Insane],4.5074
2241854 | Interstellar Travel (Extended mix) [CS' Elliptical Galaxy // Insane],4.5074
4193364 | .*302? ionwan2go*. [.*4.18? SC*.],4.5072
3915580 | Like a Whirlwind [Eight Leaves One Blade],4.5070
1243555 | Poochie [Let's Party!!],4.5067
1419650 | MiKUSABBATH feat. Hatsune Miku [DA-DA-DA-DA-DAMN!],4.5065
2129226 | Sesshoku (Cut Ver.) [Eternity],4.5065
3844445 | CHAINSAW BLOOD  (TV Size) [Dog & Chainsaw],4.5065
1291078 | Curtain Call!!!!! [Amii's Insane],4.5062
4463651 | Ashita e tobutameni (TV Size) [Ran's Insane],4.5060
3797346 | PHOTON BLAXT [MAXIMUM],4.5059
2819780 | Ibitbt [Pope's Insane],4.5058
"4352935 | Aqua, Luna-rium [MAXIMUM]",4.5057
4095146 | Vector Field [Hyper],4.5050
4506880 | Jinsei Reset Button Pochi [Are you sure?],4.5050
3175555 | enchanted love (and the witch's selfish heart) [Selfish Heart],4.5047
2309379 | Drop The Fire [Madoka's Insane],4.5046
4356497 | Ace (TV Size) [Insane],4.5046
4102133 | Megumi no Ame [Happy Ending],4.5044
2465806 | polyriddim [brrrrrrrrrrrrrr],4.5043
2465807 | polyriddim [nsv],4.5043
4790807 | Meritocracy [Felix's Illustrious],4.5036
1933526 | crossing blue [Avalon's 4K EXHAUST],4.5035
1433260 | Keigan no Zettaireido [KK's Mega Lv.12],4.5027
3254013 | Glasya-Labolas [Noisy Indigo],4.5023
4163125 | Princess * Sisters! [Prinsis!],4.5022
4114130 | Dandelion Sparkle!! [cai_ji_ccc's Insane],4.5021
2846682 | KING [BLUE PUMPKING],4.5017
"2751872 | Boku no Yume, Mecha Kuso Mugen Waki [Infinite Spring]",4.5013
4199775 | Dawn Saga [GungunK's Another],4.5009
4747810 | starsignal! [chy's Insane],4.5005
441349 | Heart of Witch [Marirose's 4K MX],4.4991
477955 | daze (short ver.) [Shiki's SC],4.4988
0 | Fluctuation [Hyper],4.4984
4279188 | TSUBOMI ni KAMINARI [snapshot lifespan],4.4984
917452 | Todestrieb [Another],4.4983
4133540 | Maid with Dragons <3 (TV Size) [Insane],4.4982
4395229 | Relayouter [Ainer's Insane],4.4978
1681195 | Doku LOCANdy [CS' Extra],4.4977
2546587 | Sakura Fubuki [Another],4.4976
4131440 | MALO TEBYA (Sped Up Ver.) [MALISIMO],4.4974
4686436 | Kawaikute Gomen (TV Size) [Chu <3],4.4973
3080615 | Breakin' Rules [Alice's Probation 0.95x],4.4971
4189339 | Sangenshoku (TV Size) [Blooming Flower],4.4971
4109773 | Mutual panorama (feat. Aitsuki Nakuru) [Hirogaru panaroma // Insane],4.4970
2956884 | Happy Time wa Owaranai (Cut Ver.) [owo],4.4964
1044456 | Flashes [Another],4.4959
2193015 | #be_fortunate [#insane_envory],4.4958
3770868 | Freely [Insane],4.4954
2678243 | Hidden Ending [FAMoss' Another],4.4948
343869 | Little Star [4K INF [Star.20]],4.4947
4239317 | Goodbye [collab isolation],4.4939
4129883 | Wildfire [Fighting Against Fate // 4K],4.4938
1017257 | CENSORED!! [DECADE's GRAVITY!!],4.4937
4459831 | Kashika [I'm the Undead.],4.4937
3542495 | Relive [Unforgettable MEMORIES],4.4930
3686672 | Himitsu no Shougakusei [Elementary | Insane],4.4921
1130164 | The 4th KAC DJ TOTTO's SELECTION [WINTER SOLSTICE],4.4919
3756210 | Cosmic Air Ride [SPAC'e],4.4918
2450539 | Titania [MASTER],4.4916
4520306 | SPiCa [Kawawa's Constellation],4.4914
3855015 | Air [Another],4.4909
3387717 | ZOMBIE CIRCUS [INSANE.],4.4906
3064822 | KiNG FORM -XIII- [Unlikely Imaginary],4.4900
4336653 | Yuusha (TV Size) [Collab Insane],4.4899
2081239 | Pride Kakumei [Maximum],4.4893
3067111 | Deux Saint-Co Odyssey!! [MAXIMUM],4.4891
2736352 | Painted Dreams [Stage 3: Tear],4.4890
"3853444 | zeke didn't ""invent dariacore"", i did [Insane]",4.4889
3401628 | Euphoria (Cut Ver.) [FAMoss' Extra],4.4888
3897692 | Lonely departure [Ultra],4.4883
4578953 | Blossom [EXHAUST],4.4883
1898346 | Final Resonance [Fontes' Master],4.4878
3390827 | ricky bobby [glitterpop 1.05x (252bpm)],4.4873
4534428 | Kazabana Musume [My Angel Shiki [4K]],4.4873
2980809 | Battle Against a True Hero [Heroine 1.1x (165bpm)],4.4872
2499077 | Kan Saete Kuyashiiwa [Envious (Insane)],4.4871
"3641656 | Itsuka Otona ni Nareru to Ii ne. [By the way, what does it mean to be an adult? I'm an info-illiterate.]",4.4870
784054 | Borealis [GRAVITY],4.4866
3407888 | Bikkurisasetara Okoru yo! [Insane],4.4858
3275558 | cold weather [ilybb],4.4855
"3204542 | true DJ MAG top ranker's song Zenpen (katagiri Remix) [fn(top=false,sv=false)]",4.4854
"3204543 | true DJ MAG top ranker's song Zenpen (katagiri Remix) [fn(top=false,sv=true)]",4.4854
4550433 | Evo [They're going to turn 5 yo. | Insane],4.4852
4200309 | lalabai call me [pairo's light insane],4.4848
3857633 | All Stars Turn into Dust [4k Another | Quasar],4.4847
2147313 | Mirrorwall [EXHAUST],4.4841
2275694 | Tenohira de odoru [Lacrima's Insane],4.4841
3578641 | skeleton (Lettuce ver.) [Insane],4.4839
3854544 | Genso Connect [Genso Monogatari],4.4836
3221175 | Funkotsu Saishin Casino [Sya's Insane],4.4828
2583811 | Doro no Bunzai de Watashi dake no Taisetsu o Ubaou da nante [Regret],4.4816
3526218 | Feel My Rhythm [Hytex's Insane],4.4814
3952883 | Rin (TV Size) [Insane],4.4810
674176 | snow storm -euphoria- [EXHAUST],4.4810
2652437 | Kaikai Kitan (TV Size) [4K Cursed Spirit],4.4794
4769860 | Sunao ni Naritai (osu! Edit Ver.) [My Love to You],4.4790
553617 | Ningen Shikkaku [Arcwin's 4K MX],4.4788
563164 | Yolomania Vol. 3A [Mafumafu - [Eimin Douwa] [Skwid] 15],4.4779
774224 | over the top [Another],4.4779
1443309 | The Parallax II: Future Sequence [Marathon],4.4778
2236350 | DJ Mashiro is dead or alive [Chaos],4.4778
3518472 | Night Fighter [Insane],4.4775
4231944 | Laureate Grimoire [Insane],4.4769
2365680 | Anoyo-iki no Bus ni Notte Saraba. [Last revenge],4.4768
4353167 | Usagi Flap [ARL's Rabbit Squad],4.4767
4451576 | Belle de Nuit [Se souvenir],4.4767
4568556 | Android Girl feat. Hatsune Miku [Forgiveness],4.4767
4162609 | Senaka Awase no Sora (with kakichoco) [Sora],4.4750
4106009 | It's over. but Not For Me. [Belief],4.4744
3561344 | Cherish (TV Size) [Insane],4.4743
560731 | Yolomania Vol. 3A [Alex c. feat. Yasmin K. - Angel of Darkness [blaziken] 12],4.4737
2043589 | Memoirs feat. Aitsuki Nakuru [Agy's 4K Reminiscence],4.4730
2698881 | Encounter [Insane],4.4730
4424771 | Euphoria (feat. Tsugumi Nagahara) [Shining Forward With You],4.4727
4350795 | Hybris (The one who shattered) [Insane],4.4724
"4400238 | Tokyo Shandy Rendez-vous feat. KAF, Tsumiki [LeiN-'s Shandy Gaff // Insane]",4.4722
4126520 | The Light (Assertive Hardcore Bootleg) [Tsunagaru],4.4721
1215562 | In Torture (feat. Eclise) [sinking],4.4714
4568145 | Shouted Serenade (TV Size) [Insane],4.4709
3956682 | conflict [SZH + Seiran's Insane],4.4706
3850861 | Odo (Cut Ver.) [K.O.],4.4701
4187518 | Paranoia [Paranoia],4.4699
981646 | Reverence [Hydria's Insane],4.4698
2352221 | AngelFalse [Insane],4.4683
3903281 | Taiga yo Tomoni Naite Kure (TV Size) [Determination Beyond Imagination],4.4676
4553056 | Brave Freak Out (TV Size) [Limit Breaker],4.4673
4673727 | VOID (TV Size) [Insane],4.4673
3417228 | CyberConnect [Expert],4.4671
3967577 | Connecting Happy!! [with our],4.4670
334946 | Bad Apple!! (REDALiCE Remix) [Lv.23 4K],4.4666
3495327 | Walk This Way! (Cut Ver.) [Lami's Walk Together!],4.4664
3639212 | ...during pride month? [hana's ...insane?],4.4664
3222892 | Cyberpunk [Cyberspace],4.4657
4139912 | Lyrith -Meikyuu Lyrith- [V1do's Another],4.4652
3234090 | POLKAMANIA [ANOTHER],4.4650
4396909 | Angel Breaking [Insanity],4.4650
3801354 | Mikansei Romantic (feat. kotono) [Mikansei Kokoro],4.4643
4060368 | Bullets Over Brainwaves [Anxious Thoughts],4.4643
"3073225 | Something Comforting [The way the sky shines bright, that's what you need to think of.]",4.4640
4891838 | Bass Slut (Original Mix) (Cut Ver.) [Another],4.4635
3512696 | Empire [Civilization],4.4633
2592366 | Credits [Grey Another],4.4632
3883715 | fly a rocket to the center of your heart [insane],4.4629
3613446 | Zankyo Sanka (TV Size) [Hydria's Crimson Blood Demon],4.4622
2417214 | 5150 [Krafty's Eternity],4.4615
1766063 | i really like u [you and i],4.4607
4315292 | Triumphal Return [4K Insane],4.4606
3037760 | Hoshikuzu Orchestra [Lita's Stardust Orchestra],4.4604
3614684 | Mixed Nuts (TV Size) [CODE NAME : BUBBA's INSANE],4.4600
2341611 | Double Agent [Escape],4.4599
1983010 | press start [revisiting the past],4.4598
"4653955 | Utakotoba [Together, to a New Beginning]",4.4596
3715080 | Yume Fanfare (TV Size) [Ganbarou],4.4591
1055810 | NEO TREASON [EXHAUST],4.4590
4676458 | Shikairo Days (TV Size) [Oh Deer..],4.4590
1830039 | Silicon XX [Expert],4.4589
1319651 | Don't let you down [Miracles],4.4588
3809606 | Yuushou [Insane],4.4585
1640530 | Final Boss [Final Stage],4.4584
3011792 | MAGIC & LOVE [ANOTHER],4.4584
4621571 | Friction[!]Function [Another],4.4581
4474834 | Yang Guang Cai Hong Xiao Bai Ma (Cut Ver.) [Dramatic],4.4579
1926736 | Kyouki Ranbu [MATSURI],4.4578
4720310 | Lakeside [Hard],4.4576
1017984 | Broken Sword [Another],4.4575
3937519 | Until the end of time [Himitsu's Hyper],4.4574
4001438 | Touch the angel [>_<],4.4573
"3132351 | * Erm, could it be a Spatiotemporal ShockWAVE Syndrome...? [Decku's EXHAUST]",4.4572
1475243 | Plasma Gun [Maximum],4.4570
698184 | Plan 8 [Another],4.4568
1019021 | SLoWMoTIoN [Marathon MoTIoN],4.4566
4179888 | Hunny Bunny [Celestial],4.4566
3489518 | Haru no Sekibaku [Goodbye],4.4565
3524398 | Munou [Nomihoshita],4.4561
2553927 | ametsuchi [petrichor],4.4558
511075 | Quietus Ray [EXHAUST Lv.15],4.4552
602235 | Nihonshiki Koukaku-OukaRanman- [Lv.15],4.4550
1242637 | Arakajime Ushinawareta Bokura no Ballad [Insane],4.4549
3854111 | KICK BACK [juan's Insane Aki],4.4542
2768715 | One's Glow [Essence],4.4541
4454409 | Venom (Cut Ver.) [Expert],4.4536
967910 | Marble Soda [Pope's Insane],4.4532
1367425 | PUMP [Future Candy],4.4529
938083 | Brain Power [SY's 4K OVERDRIVE],4.4526
3915025 | Kimochi mo Yume mo Issho da ne! [Issho da ne!],4.4525
4180426 | Abracada-Boo (TV Size) [Magical],4.4521
2567829 | Ahoy!! Warera Houshou Kaizokudan* [Ahoy!],4.4518
4177588 | SPACE INVADER [INVAD'e],4.4518
4204119 | Melty Lover [Edgy's Insane],4.4516
360805 | Water Horizon [victorica's 4K ExtrA],4.4515
4438842 | Hodomoe City [Flex],4.4515
4509936 | Rocket League Theme [What a save!],4.4514
1799611 | Zenbu Kimi ga Ita kara Shittanda [Insane],4.4513
1930573 | Altros [4K Insane],4.4507
1875137 | Resurrection Spell [Leni's Another],4.4499
1385763 | WHITEOUT [Virtue's EXHAUST],4.4497
2629717 | Kanzen Houki Sengen [Manifest],4.4496
4807181 | Angel Of Darkness (Video Mix) (Nightcore Mix) [Insane],4.4493
1827051 | opaque [Voxa's Another],4.4492
4220353 | REAL-EYES [Hero],4.4491
4272470 | Myosotis no Hanataba [komugii's Insane],4.4491
4804947 | Reweave (TV Size) [Ran's Love],4.4481
4351441 | thanks pat [yo],4.4479
2384814 | ReI [Insane],4.4477
4639408 | Surge Of Energy [Insane],4.4477
"3200775 | NIGHTMARE CITY [""Tempestuous Purgatory""]",4.4474
1409974 | disperagioia [Arzenvald's Insanity],4.4468
3468079 | SHIJOSHUGI ADTRUCK [Another],4.4466
4032094 | Whiplash feat. josh pan (sakuraburst Remix) [brace [insane]],4.4461
4245861 | Cranberry City [Ysg's Hyper],4.4453
3572012 | Kimi ni Kaikisen (Cut Ver.) [Commitment],4.4449
4548093 | Sparkle of Moment [Timeless],4.4445
4679219 | Give me a break Stop now [ler's Insane],4.4445
3026767 | Shuuen Requiem (Cut Ver.) [Insane],4.4444
"4055495 | Dandelion Girls, Dandelion Boys [Pierced Dreams]",4.4443
1565793 | Chocolate Planet [Larc's EXHAUST],4.4436
2022851 | One Life Left to Live [Continue?],4.4426
4623472 | Nex:us [FAMoss' Insane],4.4425
4446335 | Hana wa Odore ya Irohaniho [Cherry Blossom],4.4421
3329962 | Deux Saint-Co Odyssey!! [EXHAUST],4.4416
2205169 | I wanna be a girl [ii desuka],4.4412
4402923 | Minty Rush [Insane],4.4408
431260 | Happy End of the World [Fullerene's 4K Catastrophic Shift],4.4407
3927308 | one of a kind [Champion],4.4403
1308947 | Uso no Hibana (TV Size) [Insane],4.4402
3528557 | Fastest Crash [Seiran's Insane],4.4401
1082732 | Wh1teh Pack #3 [Shiraishi - Moon-gate],4.4395
2153612 | All For The Time [time flies],4.4395
4715077 | Akariakariakariakariakariakariakariakari \Akkari~n/ [AKA-WHAT?!],4.4383
3728548 | RE:CREATE [xixi's 4K Starlight],4.4382
4676162 | From The Start [Relae's Insane],4.4377
4675888 | Shikairo Days (TV Size) [Felix's Insane],4.4373
2138382 | In Black & White [Insane],4.4367
4076877 | Nibelungen [YuEast's Another],4.4367
4568587 | ketamine [insane],4.4367
4093831 | Ongaku [Classical],4.4366
499645 | That Was Too Slow [[4K MX] Hayaku! Hayaku!],4.4360
1090281 | Shiawase Transmission [EXHAUST],4.4358
2754910 | 083 - nekomimi [Greget],4.4356
2958133 | I [Ai],4.4354
"4248581 | METHOD_HYMME_LAIDERONETTE/. [: /4K-Collab-eZmmR/ : -> cEzA alefio za xIyUn, cEzA n.e.g. za hUlUss,]",4.4353
4282980 | Character [I need you],4.4353
1288186 | Blow out [Insane],4.4350
4614367 | CHIHIRO [I don't know you at all],4.4349
2829360 | The Fool [guden's Hard],4.4348
4400996 | Invisible Scars feat. mami [A drowned out voice under the evening rain],4.4347
789905 | Preserved Valkyria [Shirou's EXHAUST],4.4341
4547321 | Careless [Precious],4.4340
545317 | Isetsu Higanbana Daini -Shuusei no Lycoris- [Another],4.4337
4807868 | Otonoke (TV Size) [Hey],4.4333
4372415 | Clover [Bubba's Hard],4.4328
445488 | Disconnected [Crono's 4K MX],4.4326
4535043 | Knock it out! [Insane],4.4322
3859220 | HAWATARI NIOKU CENTI (TV Size) [Insane],4.4312
4206156 | #Yamikawa [Daishuki],4.4309
4672780 | Hai Yorokonde [My Pleasure],4.4309
2354196 | Reimei (TV Size) [Kamuy],4.4297
2532822 | bunny [Easter],4.4295
3945481 | Karakara (TV Size) [Loneliness],4.4292
4091270 | Mannequin feat. Hatsune Miku [You And Me],4.4291
2551539 | Ano Yume o Nazotte [Yume no Hanabi],4.4289
4367687 | Welcome to Bloxy Land! [Multi-Disaster!],4.4286
3897941 | ZENITH [Alptraum's EXHAUST],4.4281
1174576 | Ouka Ryouran [Another],4.4278
2379755 | Heart Function [(x^2+y^2-1)^3=x^2y^3],4.4275
4657666 | Tsukinami ni Kagayake [Re: Flashback!!],4.4273
1643573 | Crystalia [Illumination],4.4271
862778 | Eisou Youga ~Meikyou Shisui~ [victorica's MX],4.4271
963330 | MariannE [4K Goddess],4.4270
2503349 | Sky High (Mtell Hardcore Bootleg) [Colorful Sky],4.4268
3639608 | Aegleseeker [Stability's Present],4.4262
4700773 | Devi-kyuu (TV Size) [Catzu's Insane],4.4258
3525778 | Eternal White [White | Hikari's Insane],4.4256
643797 | KISS KISS KISS Akiba Koubou MIX [MX],4.4248
667736 | Blu (Speed Up Ver.) [Tokii's 4K MX],4.4246
4092595 | Arsene's Bazaar [Collab Expert],4.4243
415860 | Mermaid girl -Akiba Koubou MIX- [LNP's Lv.27],4.4239
3531901 | Aurora [Insane],4.4238
3781021 | Tsukematsukeru [kawaii],4.4238
4301473 | Inochi ni Kirawarete Iru. [Hated by life],4.4237
4424039 | Yappari Mya-nee Number One (Cut Ver.) [Insane],4.4235
3550475 | FORTALiCE [Insane],4.4233
3762405 | In my room [Respite],4.4232
2472721 | Armageddon [Lunatic],4.4231
1315763 | Lost (feat. Savoi) [Sunroof Remix] [Fontes' Insane],4.4229
3468305 | FIN4LE ~Shuushisen no Kanata e~ [Rin's EXHAUST],4.4227
3717539 | Solemnity [Insane],4.4225
4681175 | TRAIN-TRAIN [Insane],4.4220
4780303 | Glad:atioN [_VK's Insane],4.4218
2665565 | Astronomia (USAO a.k.a Daily Mix) [Coffin],4.4215
4373548 | Black sour Ruby [Hyper],4.4213
3446517 | Odo [Lonely Logic],4.4210
4337916 | Sayonara wa Iwanaide sa (feat. KAFU) [Beyond the light],4.4208
927196 | Fascination MAXX [_UJ's 4K Heavy],4.4203
2167973 | Party in the HOLLOWood feat. Nanahira (HOLLOWeen Sitchaka Metchaka Remix) [leqek's Insane],4.4199
3794319 | Aoku Kakero! [Run Into the Blue!],4.4198
4502702 | Poem of Rapture [Gedicht der Entrueckung // 4K],4.4197
1124015 | Snowscapes [Snowy Scene],4.4195
2560884 | Kyu~mai * flower [Flower],4.4186
451812 | dreamin' feat.Ryu* [INFINITE Lv.15],4.4185
1294052 | Poudre de Perlimpinpin [_Pillow's Keyboard powder],4.4183
3988025 | BEYOND [LN Hard],4.4172
1279446 | Monk2 [zen],4.4165
4828725 | Kanojo wa Tabi ni Deru (K's Remix) [Hitoribocchi Tabi [4K]],4.4163
2323358 | Kegarenaki Euphoria (Cut Ver.) [Draftnell vs FAMoss' Lunatic],4.4162
1892295 | Bizzare Nation [4K MX],4.4159
1892453 | Bizzare Nation [4K MX (NOSV)],4.4159
1504481 | Wowie Zowie! [EXTREME],4.4157
4229877 | Sign wa B -New Arrange Ver.- (TV Size) [Uriya Oi!],4.4157
4294415 | Good-bye sengen [Avel's Hyper],4.4154
1149841 | She Sings In The Morning [puxtu's another],4.4151
1966749 | theyaremanycolors [civ's 660THz],4.4146
3767908 | One In A Billion (TV Size) [Momentous],4.4146
4044269 | Kingslayer (feat. BABYMETAL) [Wake The F#ck Up],4.4145
1022525 | Paradisus-Paradoxum [Starry's Insane],4.4144
2544261 | Ray of bullet (TV Size) [Fafnir],4.4144
2896111 | Watashitachi no STARTRAIL (TV Size) [Starlight],4.4144
4598874 | Mamoritai Mono [i won't leave you],4.4143
1330507 | Piano Beatmap Set [Pathetique (Medley ver.) - 4K EX],4.4140
1630017 | Houmatsumugen Kochoujin [DH's 4K Kyokasuigetsu],4.4139
3816689 | World's End Valentine [Insane],4.4139
4226296 | NAME (TV Size) [Tonari no Nabi san],4.4136
1803158 | Lv.0 [Special],4.4134
4286433 | Chop Suey! [Hera's Insane],4.4133
4466719 | Rumble (sarochi Flip) [Guise's Insane],4.4127
2956639 | Glitched Character [palmEuEi's Insane],4.4126
"4522618 | Usubeni [Cherry blossoms, under the crimson sky.]",4.4126
823102 | Piano Beatmap Set [Black Key - 4K EX],4.4125
3849278 | Daten (TV Size) [Nightfall],4.4123
3943871 | Wasurete Yaranai [Never Forget],4.4120
486889 | Entrance [4K Insane],4.4120
2418933 | Perfect-area complete! (TV Size) [MX],4.4118
4302530 | KAREI ONE TURN (TV Size) [One-Hit Kill],4.4107
1252148 | Jounetsu Utopia [Koi],4.4102
4067509 | *LASAGA* [HYPER],4.4102
1447052 | Ren Ren Ai Ai Cir Cir Cula Cula Tion Tion [Hard Hard],4.4100
2341891 | Le Festin [insense],4.4095
3545488 | Hanarenai Kyori (TV Size) [Amii's Angel Aharen],4.4091
4565315 | Minor Piece (TV Size) [Guise's Insane],4.4091
1976091 | Three Times The Original Charm [Digital World],4.4089
2659250 | Nijiiro Passions! (TV Size) [Move on!],4.4088
1002502 | ETERNAL DRAIN [Another],4.4086
2387330 | future base (Assertive Hardcore Bootleg) [Timelapse],4.4086
2613373 | Regret [Insane],4.4085
4041815 | Kakurenbo [Memories],4.4085
3230192 | Erased feat. YuNi [_KB's 4K Timeless Moments],4.4076
4613718 | Ghost (feat. Hatsune Miku) [insane],4.4072
4813433 | UNDEAD [GAHYEON'S EXTRA],4.4069
2792288 | Mahi (TV Size) [Motionless],4.4058
4119406 | Cotton Candy [Sora],4.4051
855472 | Endless Tewi-ma Park [Arcwin Tewicated],4.4050
4209780 | Unwelcome School x Sua Deng O Dok Zua (Extended) [Insane],4.4046
3638710 | Ichido dake no Koi nara [One and Only],4.4039
908804 | Quo Vadis [4K SC],4.4031
3347992 | Tell Me What You Want [I want Insane],4.4027
1167077 | Hello Happiness [Happy CS' Another],4.4026
4036787 | Birdsong [Insane],4.4016
4126175 | Cherry Blossom [Insane],4.4005
2940611 | Last Occultism ~ Utsushiyo no Hijutsu-shi [Overdrive],4.4002
3162836 | Spotlight [Longing],4.3997
2611949 | Onegai! Kon kon Oinarisama [Master],4.3995
1518497 | 166 - Suzuya Homerarete Nobiru Type Nandesu. [Hydria's Insane],4.3994
450103 | HAELEQUIN [EXH],4.3989
3447463 | Yakudou [Dawn rising to the sky],4.3988
2033788 | Sayonara Heaven (Camellia's NEKOMATAelectroRMX) [-Mystic's CELESTIAL],4.3987
3635425 | wanderlust [Roamer],4.3986
1300647 | Wonder Stella [Cosmos],4.3985
4905622 | Hana no Tou [Together],4.3984
726520 | Vajra [DJ MARIROSE VS MARIROSE'S SPECIAL],4.3982
807081 | A Match Into Water [MX],4.3982
3545799 | enchanted love [Fairytale],4.3980
3550409 | MarbleBlue. [secXcscX's EXPERT],4.3979
4764518 | Field : Kaerezu no Chi [BlankFace74's Insane],4.3976
4060937 | Money Rain (Phonk Remix) [Apol's Drift],4.3973
1978941 | Journey [Avalon & VK's Master],4.3972
767289 | Songs Compilation [Let's Rock],4.3971
3548187 | Otome no Route wa Hitotsu ja Nai! (TV Size) [Maiden],4.3967
4167680 | Z:iRNiTRA [Diamant's dire hardship],4.3962
3910913 | Junai Lens [Pure Love],4.3961
4105383 | sing sing red indigo [pendulum oscillation],4.3952
489080 | Isetsu Higanbana Daiichi - Gensho no Amaryllis - [Another],4.3952
2016269 | Cyaegha [Future],4.3949
3649264 | Hibike! CHIREI MY WAY! [Subterranean Stars],4.3949
2873206 | Cry [Zyma's Another],4.3943
4593527 | Zmey Gorynych [Maxim's Insane],4.3941
1035275 | furioso melodia [armonia fortissima],4.3939
1156961 | AXION [Lv. 6],4.3934
4364544 | Red Liberation (TV Size) [Insane],4.3924
4125284 | Oort Cloud [valiant],4.3922
4148529 | Hikari no Naka e [Into the Light],4.3922
3291454 | Time Traveler [Unfold],4.3919
4129493 | Haunted (Dylan Brady Remix) [EM2's Expert],4.3918
829803 | * Crow Solace * [Avalon's 4K Another],4.3915
940913 | International Wrestling Festival 2015 -WORLD OF ANIKI- [DECADE's MANIANIKI],4.3915
2053317 | Xevel [Expert],4.3907
3790605 | No.1 (TV Size) [Insane],4.3904
4156360 | Nyan Nyan Dive (EmoCosine Remix) [Insane],4.3904
726562 | slavik goblins [Quick Draw's 4K MX],4.3901
2025112 | Extra Mode [cie_n VS. Spy's Extra Mode],4.3900
"4407098 | Koiseyo Otome [Dreams, hopes, and feelings of love]",4.3900
2942802 | CATCH ME (Cut Ver.) [Div's Eternity],4.3899
1377399 | S.O.S. [4K Poco!],4.3898
"2387001 | Mera Nyaizer!!!!! ~Kimi ni, A ge u~ [Unite]",4.3897
2940873 | Songs Compilation [Eternity],4.3896
4385361 | Careless (TV Size) [Predetermination],4.3888
1125020 | Lilieze to Enryuu Laevateinn [4K Another],4.3886
4358531 | Nageki no Hana (Slax Remix) [Flower of Mourning],4.3881
3951761 | golden hour [Shine!],4.3880
4127530 | WYNEHOUSE (Nightcore Mix) [I],4.3876
3676869 | Inverted World [Another],4.3874
3250708 | Chakra [ExNeko's EXHAUST],4.3868
3316779 | Innocent [Reminiscence],4.3864
4531400 | Ano Yume o Nazotte [Kegelisahan dan Kerinduan // Ferdi's 4K Insane],4.3858
4583388 | Growing Up (TV Size) [The Future Will Shine],4.3854
"4045255 | Death by Glamour [OH, YES!!]",4.3852
4627296 | Shlappy [Illusion],4.3842
1092806 | Zettai Reido [Juvu's EXHAUST],4.3834
"3671913 | Destroy, Destroy, Destroy The Happy End (Cut Ver.) [Insane]",4.3832
2391315 | Feelsleft0ut [insane],4.3831
1319476 | Piano Beatmap Set [Moonlight 3rd movement - 4K EX],4.3827
3177095 | PPBQ [Meccha Emoi...],4.3825
"3158547 | Romantic Wedding feat. Tomatsu Haruka, Asumi Kana, Toyosaki Aki (Cut Ver.) [Confession]",4.3822
4266407 | Ashita no Koto. [Seishun],4.3822
3417299 | pico scope -SACLA- [Laser Luminance],4.3817
2036108 | EGOiSTiC SHOOTER [Selfish],4.3815
2915209 | VIVID VICE (TV Size) [Insane],4.3815
807836 | TRICKL4SH 220 [Another],4.3813
829151 | Imprinting [4K Insane],4.3812
1065233 | ra'am [Starry's Another],4.3811
2729155 | PADORU / PADORU [PADORU],4.3807
1295745 | Sheriruth [Future],4.3804
4446611 | Bling-Bang-Bang-Born (TV Size) [MUSCLES TIGHT],4.3803
3470142 | M2U Pack [Wake Me Up! (feat. Narae) // Nabi-'s 4K],4.3802
956012 | True Blue [victorica's ExTrA],4.3799
4175237 | SCOPIN [X],4.3798
2603935 | Ether Strike ('Divine Mercy' Extended) [insane],4.3793
3729935 | Test Flight [EXHAUST],4.3793
3517331 | SUPER * HARAGURO * POP [Expert],4.3782
1951977 | AO-INFINITY [White Hard],4.3777
3827835 | Future flight (Cut Ver.) [Our Song!],4.3777
3372861 | What You Really Want [Wanting (Insane)],4.3774
1017258 | CENSORED!! [EXHAUST!!],4.3771
